a_lua_i,e_lua_i,M0,inc_lua_i,status,dist_min,t_periapsis,dentro_alerta,dentro_hill,dentro_forte
1.5,0.55,180,0,COLISAO,0.0003755703201739421,1802.4287971879962,True,True,True
1.5,0.55,180,10,ESTAVEL,0.002154599363030191,8038.8454352859335,True,True,True
1.5,0.55,180,20,ESTAVEL,0.0038562484268759977,46923.257262239575,True,True,True
1.5,0.55,225,0,COLISAO,0.00016121009452013462,3056.4202815242606,True,True,True
1.5,0.55,225,10,ESTAVEL,0.002159383343771973,8467.362316980081,True,True,True
1.5,0.55,225,20,ESTAVEL,0.0035955076042806892,27866.131467982566,True,True,True
1.5,0.55,270,0,EJETADA,0.00021619770422905154,12958.213876755319,True,True,True
1.5,0.55,270,10,ESTAVEL,0.001323997189369236,8504.32071136101,True,True,True
1.5,0.55,270,20,ESTAVEL,0.00611219078150025,46917.72077156796,True,True,False
1.5,0.55,315,0,COLISAO,0.0001041483233302415,24743.12802339423,True,True,True
1.5,0.55,315,10,ESTAVEL,0.004704931491088325,41001.099407203015,True,True,True
1.5,0.55,315,20,ESTAVEL,0.002781720538659813,9532.911523124008,True,True,True
